pl_name,hostname,default_flag,disposition,disp_refname,pl_orbper,pl_rade,pl_radj,ttv_flag,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
K2-261 b,K2-261,0,CONFIRMED,Johnson et al. 2018,11.6332127,10.264,0.91569432,0.0,5287.7,1.73,0.88,3.88,213.283,10.612,8.89,10.4594
K2-261 b,K2-261,0,CONFIRMED,Johnson et al. 2018,11.63345,2.597,0.23017258,0.0,5537.0,1.65,1.1,4.21,213.283,10.612,8.89,10.4594
K2-261 b,K2-261,0,CONFIRMED,Johnson et al. 2018,11.63344,9.52763359,0.85,0.0,5537.0,1.669,1.105,4.21,213.283,10.612,8.89,10.4594
K2-263 b,K2-263,0,CONFIRMED,Mortier et al. 2018,50.818947,2.41,0.2150058,0.0,5368.0,0.85,0.88,4.51,162.481,11.568,9.748,11.4055
K2-263 b,K2-263,1,CONFIRMED,Mortier et al. 2018,50.818947,2.41,0.21500617,0.0,5368.0,0.85,0.88,4.49249,162.481,11.568,9.748,11.4055
K2-263 b,K2-263,0,CONFIRMED,Mortier et al. 2018,50.8213,2.18,0.194,0.0,5284.0,0.879,0.88,4.49249,162.481,11.568,9.748,11.4055
K2-263 b,K2-263,0,CONFIRMED,Mortier et al. 2018,50.819331,2.16538589,0.19,0.0,5410.0,0.837459,0.88,4.58,162.481,11.568,9.748,11.4055
K2-264 b,K2-264,1,CONFIRMED,Rizzuto et al. 2018,5.840002,2.231,0.19903649,0.0,3660.0,0.473,0.496,4.783,185.605,16.701,12.183,15.6625
K2-264 b,K2-264,0,CONFIRMED,Rizzuto et al. 2018,5.83977,2.27,0.20251584,0.0,3580.0,0.473,0.471,4.49249,185.605,16.701,12.183,15.6625
K2-264 c,K2-264,0,CONFIRMED,Rizzuto et al. 2018,19.66365,2.77,0.24712285,0.0,3580.0,0.473,0.471,4.49249,185.605,16.701,12.183,15.6625
K2-264 c,K2-264,1,CONFIRMED,Rizzuto et al. 2018,19.660302,2.668,0.23802302,0.0,3660.0,0.473,0.496,4.783,185.605,16.701,12.183,15.6625
K2-265 b,K2-265,0,CONFIRMED,Lam et al. 2018,2.36840828,2.597,0.23017258,0.0,5394.0,0.930331,0.94,4.47392,138.671,11.187,9.259,10.9277
K2-265 b,K2-265,0,CONFIRMED,Lam et al. 2018,2.369193,1.62,0.145,0.0,5481.0,0.91,0.88,4.494,138.671,11.187,9.259,10.9277
K2-265 b,K2-265,0,CONFIRMED,Lam et al. 2018,2.369019,1.67,0.149,0.0,5284.0,0.914,0.88,4.49249,138.671,11.187,9.259,10.9277
K2-265 b,K2-265,0,CONFIRMED,Lam et al. 2018,2.369172,1.71,0.15255598,0.0,5477.0,0.977,0.915,4.419,138.671,11.187,9.259,10.9277
K2-265 b,K2-265,1,CONFIRMED,Lam et al. 2018,2.36902,1.70824866,0.1524,0.0,5420.0,0.92,0.901,4.465,138.671,11.187,9.259,10.9277
K2-265 b,K2-265,0,CONFIRMED,Lam et al. 2018,2.369008,1.66165565,0.15,0.0,5509.0,0.889069,0.88,4.49,138.671,11.187,9.259,10.9277
K2-265 b,K2-265,0,CONFIRMED,Lam et al. 2018,2.3690438,1.63,0.14541886,0.0,5261.0,0.81,0.88,4.49249,138.671,11.187,9.259,10.9277
K2-265 b,K2-265,0,CONFIRMED,Lam et al. 2018,2.36906,1.676,0.14952296,0.0,5435.0,0.924,0.9,4.47,138.671,11.187,9.259,10.9277
K2-266 b,K2-266,1,CONFIRMED,Rodriguez et al. 2018,0.658524,3.3,0.29440628,0.0,4285.0,0.703,0.686,4.581,77.5586,11.625,8.897,11.3527
K2-266 c,K2-266,1,CONFIRMED,Rodriguez et al. 2018,7.814,0.705,0.06289589,0.0,4285.0,0.703,0.686,4.581,77.5586,11.625,8.897,11.3527
K2-266 d,K2-266,0,CONFIRMED,Rodriguez et al. 2018,14.69808003166,3.17788403,0.28351231,1.0,4362.0,0.733789,0.88,4.53943,77.5586,11.625,8.897,11.3527
K2-266 d,K2-266,0,CONFIRMED,Rodriguez et al. 2018,14.6982,2.597,0.23017258,1.0,4285.0,0.703,0.686,4.581,77.5586,11.625,8.897,11.3527
K2-266 d,K2-266,1,CONFIRMED,Rodriguez et al. 2018,14.697,2.93,0.26139709,1.0,4285.0,0.703,0.686,4.581,77.5586,11.625,8.897,11.3527
K2-266 e,K2-266,0,CONFIRMED,Rodriguez et al. 2018,19.48348329613,3.54834332,0.31656253,1.0,4362.0,0.733789,0.88,4.53943,77.5586,11.625,8.897,11.3527
K2-266 e,K2-266,1,CONFIRMED,Rodriguez et al. 2018,19.482,2.73,0.24355429,1.0,4285.0,0.703,0.686,4.581,77.5586,11.625,8.897,11.3527
K2-268 b,K2-268,1,CONFIRMED,Livingston et al. 2018,2.151676,1.5,0.13382127,0.0,5106.0,0.78,0.84,4.58,327.783,13.848,11.639,13.5627
K2-268 b,K2-268,0,CONFIRMED,Livingston et al. 2018,2.15228,1.61,0.144,0.0,5284.0,0.773,0.88,4.49249,327.783,13.848,11.639,13.5627
K2-268 b,K2-268,0,CONFIRMED,Livingston et al. 2018,2.151894,1.41,0.12579177,0.0,5068.0,0.78,0.84,4.59,327.783,13.848,11.639,13.5627
K2-268 c,K2-268,1,CONFIRMED,Livingston et al. 2018,9.327527,2.69,0.23998614,0.0,5106.0,0.78,0.84,4.58,327.783,13.848,11.639,13.5627
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,9.325,2.597,0.23017258,0.0,5035.99,0.801255,0.839,4.55429,327.783,13.848,11.639,13.5627
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,9.32705,3.63,0.324,0.0,5284.0,0.773,0.88,4.49249,327.783,13.848,11.639,13.5627
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,9.33155684,2.597,0.23017258,0.0,5035.99,0.801255,0.839,4.55429,327.783,13.848,11.639,13.5627
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,9.325429,2.14,0.191,0.0,5284.0,0.713,0.88,4.49249,327.783,13.848,11.639,13.5627
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,9.3261,3.1,0.28,0.0,5284.0,0.78,0.88,4.49249,327.783,13.848,11.639,13.5627
K2-268 c,K2-268,0,CONFIRMED,Livingston et al. 2018,9.326841,2.69,0.23998573,0.0,5068.0,0.78,0.84,4.59,327.783,13.848,11.639,13.5627
K2-268 d,K2-268,0,CONFIRMED,de Leon et al. 2021,4.52905,1.85,0.165,0.0,5284.0,0.773,0.88,4.49249,327.783,13.848,11.639,13.5627
K2-268 d,K2-268,1,CONFIRMED,de Leon et al. 2021,4.528598,1.49,0.13292913,0.0,5106.0,0.78,0.84,4.58,327.783,13.848,11.639,13.5627
K2-268 e,K2-268,1,CONFIRMED,de Leon et al. 2021,6.131243,1.33,0.11865486,0.0,5106.0,0.78,0.84,4.58,327.783,13.848,11.639,13.5627
K2-268 e,K2-268,0,CONFIRMED,de Leon et al. 2021,6.13174,1.72,0.153,0.0,5284.0,0.773,0.88,4.49249,327.783,13.848,11.639,13.5627
K2-268 f,K2-268,1,CONFIRMED,de Leon et al. 2021,26.27057,2.23,0.19894762,0.0,5106.0,0.78,0.84,4.58,327.783,13.848,11.639,13.5627
K2-268 f,K2-268,0,CONFIRMED,de Leon et al. 2021,26.2678,2.6,0.23,0.0,5284.0,0.773,0.88,4.49249,327.783,13.848,11.639,13.5627
K2-269 b,K2-269,0,CONFIRMED,Livingston et al. 2018,4.144937,1.4,0.12,0.0,5284.0,1.28,0.88,4.49249,360.76,11.784,10.212,11.377
K2-269 b,K2-269,0,CONFIRMED,Livingston et al. 2018,4.144,2.597,0.23017258,0.0,6177.44,1.49612,1.18,4.16002,360.76,11.784,10.212,11.377
K2-269 b,K2-269,0,CONFIRMED,Livingston et al. 2018,4.145398,1.1956395,0.11,0.0,6035.0,1.309274,0.88,4.16,360.76,11.784,10.212,11.377
K2-269 b,K2-269,1,CONFIRMED,Livingston et al. 2018,4.144965,1.57,0.14006602,0.0,6209.0,1.45,1.16,4.18,360.76,11.784,10.212,11.377
K2-27 b,K2-27,0,CONFIRMED,Van Eylen et al. 2016,6.771315,5.36,0.47818717,0.0,5797.0,1.03,1.01,4.42,249.645,12.689,10.704,12.4528
K2-27 b,K2-27,0,CONFIRMED,Van Eylen et al. 2016,6.77131,5.77,0.515,0.0,5422.0,0.88,0.88,4.49249,249.645,12.689,10.704,12.4528
K2-27 b,K2-27,0,CONFIRMED,Van Eylen et al. 2016,6.77145,4.45,0.39700241,0.0,5320.0,0.85,0.89,4.6,249.645,12.689,10.704,12.4528
K2-27 b,K2-27,0,CONFIRMED,Van Eylen et al. 2016,6.7713411,5.07965,0.4531768,0.0,5231.0,0.89,0.88,4.49,249.645,12.689,10.704,12.4528
K2-27 b,K2-27,0,CONFIRMED,Van Eylen et al. 2016,6.771375,5.05,0.451,0.0,5284.0,0.932,0.88,4.49249,249.645,12.689,10.704,12.4528
K2-27 b,K2-27,0,CONFIRMED,Van Eylen et al. 2016,6.771389,4.58049508,0.4086444,0.0,5368.0,0.855055,0.92012,4.58,249.645,12.689,10.704,12.4528
K2-27 b,K2-27,1,CONFIRMED,Van Eylen et al. 2016,6.771347,4.74,0.4228752,0.0,5246.0,0.876,0.88,4.48,249.645,12.689,10.704,12.4528
K2-27 b,K2-27,0,CONFIRMED,Van Eylen et al. 2016,6.77093147,2.597,0.23017258,0.0,5231.0,0.89254,0.89,4.4862,249.645,12.689,10.704,12.4528
K2-27 b,K2-27,0,CONFIRMED,Van Eylen et al. 2016,6.771315,4.48,0.39967883,0.0,5248.0,0.885,0.866,4.48,249.645,12.689,10.704,12.4528
K2-27 b,K2-27,0,CONFIRMED,Van Eylen et al. 2016,6.7714021,4.68,0.41752163,0.0,5247.0,0.81,0.88,4.49249,249.645,12.689,10.704,12.4528
K2-270 b,K2-270,0,CONFIRMED,Livingston et al. 2018,1.543041,1.5,0.13,0.0,5284.0,0.82,0.88,4.49249,280.518,13.847,11.368,13.4701
K2-270 b,K2-270,0,CONFIRMED,Livingston et al. 2018,1.543452,1.3,0.12,0.0,5284.0,0.735,0.88,4.49249,280.518,13.847,11.368,13.4701
K2-270 b,K2-270,1,CONFIRMED,Livingston et al. 2018,1.543069,1.38,0.12311535,0.0,4877.0,0.77,0.85,4.59,280.518,13.847,11.368,13.4701
K2-270 c,K2-270,0,CONFIRMED,Livingston et al. 2018,4.4,2.597,0.23017258,0.0,4712.91,0.826001,0.754,4.48148,280.518,13.847,11.368,13.4701
K2-270 c,K2-270,0,CONFIRMED,Livingston et al. 2018,4.400037,3.3,0.29,0.0,5284.0,0.82,0.88,4.49249,280.518,13.847,11.368,13.4701
K2-270 c,K2-270,0,CONFIRMED,Livingston et al. 2018,4.399871,2.8,0.25,0.0,4810.0,0.772,0.88,4.594,280.518,13.847,11.368,13.4701
K2-270 c,K2-270,0,CONFIRMED,Livingston et al. 2018,4.39883617,2.597,0.23017258,0.0,4712.91,0.826001,0.754,4.48148,280.518,13.847,11.368,13.4701
K2-270 c,K2-270,0,CONFIRMED,Livingston et al. 2018,4.399739,3.01,0.269,0.0,5284.0,0.735,0.88,4.49249,280.518,13.847,11.368,13.4701
K2-270 c,K2-270,1,CONFIRMED,Livingston et al. 2018,4.400028,2.95,0.26318137,0.0,4877.0,0.77,0.85,4.59,280.518,13.847,11.368,13.4701
K2-271 b,K2-271,1,CONFIRMED,Livingston et al. 2018,8.562421,7.28,0.6494781,0.0,5644.0,0.99,0.83,4.37,564.454,13.845,12.154,13.6582
K2-271 b,K2-271,0,CONFIRMED,Livingston et al. 2018,8.56394776,2.597,0.23017258,0.0,5545.28,1.02304,0.98,4.4095,564.454,13.845,12.154,13.6582
K2-271 b,K2-271,0,CONFIRMED,Livingston et al. 2018,8.562,2.597,0.23017258,0.0,5545.28,1.02304,0.98,4.4095,564.454,13.845,12.154,13.6582
K2-271 b,K2-271,0,CONFIRMED,Livingston et al. 2018,8.562405,6.0,0.54,0.0,5284.0,0.83,0.88,4.49249,564.454,13.845,12.154,13.6582
K2-271 b,K2-271,0,CONFIRMED,Livingston et al. 2018,8.56232889439,6.92239107,0.61757543,0.0,5545.3,1.02304,0.88,4.41,564.454,13.845,12.154,13.6582
K2-271 b,K2-271,0,CONFIRMED,Livingston et al. 2018,8.56222,6.89,0.615,0.0,5284.0,0.928,0.88,4.49249,564.454,13.845,12.154,13.6582
K2-272 b,K2-272,0,CONFIRMED,Livingston et al. 2018,14.452,2.597,0.23017258,0.0,5363.56,0.817851,0.93,4.5812,423.065,13.872,12.0,13.6668
K2-272 b,K2-272,0,CONFIRMED,Livingston et al. 2018,14.453513,2.7,0.24,0.0,5284.0,0.74,0.88,4.49249,423.065,13.872,12.0,13.6668
K2-272 b,K2-272,1,CONFIRMED,Livingston et al. 2018,14.4536756,3.13,0.27924038,0.0,5397.0,0.83,0.86,4.53,423.065,13.872,12.0,13.6668
K2-272 b,K2-272,0,CONFIRMED,Livingston et al. 2018,14.45107,2.96,0.264,0.0,5284.0,0.802,0.88,4.49249,423.065,13.872,12.0,13.6668
K2-272 b,K2-272,0,CONFIRMED,Livingston et al. 2018,14.454034,3.2,0.29,0.0,5490.0,0.802,0.88,4.548,423.065,13.872,12.0,13.6668
K2-272 b,K2-272,0,CONFIRMED,Livingston et al. 2018,14.453533,2.91,0.25961281,0.0,5419.0,0.81,0.81,4.53,423.065,13.872,12.0,13.6668
K2-272 b,K2-272,0,CONFIRMED,Livingston et al. 2018,14.45182127,2.597,0.23017258,0.0,5363.56,0.817851,0.93,4.5812,423.065,13.872,12.0,13.6668
K2-273 b,K2-273,0,CONFIRMED,Livingston et al. 2018,11.716603,4.2,0.37,0.0,5284.0,0.86,0.88,4.49249,308.105,13.246,11.3,13.1461
K2-273 b,K2-273,0,CONFIRMED,Livingston et al. 2018,11.722103,2.8,0.25,0.0,5170.0,0.838,0.88,4.556,308.105,13.246,11.3,13.1461
K2-273 b,K2-273,0,CONFIRMED,Livingston et al. 2018,11.71571445,2.597,0.23017258,0.0,5051.83,0.86968,0.843,4.48518,308.105,13.246,11.3,13.1461
K2-273 b,K2-273,1,CONFIRMED,Livingston et al. 2018,11.7195663,3.05,0.27210324,0.0,5161.0,0.85,0.89,4.53,308.105,13.246,11.3,13.1461
K2-273 b,K2-273,0,CONFIRMED,Livingston et al. 2018,11.716332,4.42,0.39432599,0.0,5200.0,0.84,0.9,4.55,308.105,13.246,11.3,13.1461
K2-273 b,K2-273,0,CONFIRMED,Livingston et al. 2018,11.722228,2.7,0.24,0.0,5284.0,0.799,0.88,4.49249,308.105,13.246,11.3,13.1461
K2-273 b,K2-273,0,CONFIRMED,Livingston et al. 2018,11.71885,3.34,0.298,0.0,5284.0,0.872,0.88,4.49249,308.105,13.246,11.3,13.1461
K2-273 b,K2-273,0,CONFIRMED,Livingston et al. 2018,11.72,2.597,0.23017258,0.0,5051.83,0.86968,0.843,4.48518,308.105,13.246,11.3,13.1461
K2-274 b,K2-274,0,CONFIRMED,Livingston et al. 2018,14.133427,2.32120418,0.21,0.0,5098.0,0.747608,0.88,4.7,228.327,13.181,10.986,12.8852
K2-274 b,K2-274,0,CONFIRMED,Livingston et al. 2018,14.130142,2.41,0.215,0.0,5284.0,0.794,0.88,4.49249,228.327,13.181,10.986,12.8852
K2-274 b,K2-274,0,CONFIRMED,Livingston et al. 2018,14.129,2.597,0.23017258,0.0,5024.37,0.734473,0.84,4.6304,228.327,13.181,10.986,12.8852
K2-274 b,K2-274,0,CONFIRMED,Livingston et al. 2018,14.130184,2.2,0.2,0.0,5284.0,0.74,0.88,4.49249,228.327,13.181,10.986,12.8852
K2-274 b,K2-274,0,CONFIRMED,Livingston et al. 2018,14.11544241,2.597,0.23017258,0.0,5024.37,0.734473,0.84,4.6304,228.327,13.181,10.986,12.8852
K2-274 b,K2-274,0,CONFIRMED,Livingston et al. 2018,14.13168,2.18,0.194,0.0,5284.0,0.7209,0.88,4.49249,228.327,13.181,10.986,12.8852
K2-274 b,K2-274,0,CONFIRMED,Livingston et al. 2018,14.129714,2.2,0.19627085,0.0,5065.0,0.74,0.81,4.61,228.327,13.181,10.986,12.8852
K2-274 b,K2-274,1,CONFIRMED,Livingston et al. 2018,14.1330314,2.08,0.18556549,0.0,5044.0,0.7,0.79,4.64,228.327,13.181,10.986,12.8852
K2-275 b,K2-275,0,CONFIRMED,Livingston et al. 2018,3.280961,2.24,0.19983941,0.0,4812.0,0.73,0.79,4.61,123.438,11.974,9.749,11.8139
K2-275 b,K2-275,0,CONFIRMED,Livingston et al. 2018,3.28102986099,2.50448263,0.22343536,0.0,4783.6,0.735345,0.88,4.59,123.438,11.974,9.749,11.8139
K2-275 b,K2-275,0,CONFIRMED,Livingston et al. 2018,3.280948,2.26,0.202,0.0,5284.0,0.704,0.88,4.49249,123.438,11.974,9.749,11.8139
K2-275 b,K2-275,0,CONFIRMED,Livingston et al. 2018,3.28046294,2.597,0.23017258,0.0,4783.55,0.735345,0.772,4.5927,123.438,11.974,9.749,11.8139
K2-275 b,K2-275,0,CONFIRMED,Livingston et al. 2018,3.280858,2.128688,0.19,0.0,4822.0,0.727072,0.88,4.44,123.438,11.974,9.749,11.8139
K2-275 b,K2-275,0,CONFIRMED,Livingston et al. 2018,3.280926,2.3,0.21,0.0,5284.0,0.75,0.88,4.49249,123.438,11.974,9.749,11.8139
K2-275 b,K2-275,1,CONFIRMED,Livingston et al. 2018,3.2809626,2.34,0.20876118,0.0,4841.0,0.69,0.77,4.65,123.438,11.974,9.749,11.8139
K2-275 b,K2-275,0,CONFIRMED,Livingston et al. 2018,3.281,2.597,0.23017258,0.0,4783.55,0.735345,0.772,4.5927,123.438,11.974,9.749,11.8139
K2-275 c,K2-275,0,CONFIRMED,Livingston et al. 2018,8.438635,2.5,0.22,0.0,5284.0,0.75,0.88,4.49249,123.438,11.974,9.749,11.8139
K2-275 c,K2-275,0,CONFIRMED,Livingston et al. 2018,8.438,2.597,0.23017258,0.0,4783.55,0.735345,0.772,4.5927,123.438,11.974,9.749,11.8139
K2-275 c,K2-275,1,CONFIRMED,Livingston et al. 2018,8.4388385,2.21,0.19716333,0.0,4841.0,0.69,0.77,4.65,123.438,11.974,9.749,11.8139
K2-275 c,K2-275,0,CONFIRMED,Livingston et al. 2018,8.438756,2.34,0.20876082,0.0,4812.0,0.73,0.79,4.61,123.438,11.974,9.749,11.8139
K2-275 c,K2-275,0,CONFIRMED,Livingston et al. 2018,8.43903,2.51,0.224,0.0,5284.0,0.704,0.88,4.49249,123.438,11.974,9.749,11.8139
K2-275 c,K2-275,0,CONFIRMED,Livingston et al. 2018,8.43889970961,3.01612551,0.26908116,0.0,4783.6,0.735345,0.88,4.59,123.438,11.974,9.749,11.8139
K2-276 b,K2-276,1,CONFIRMED,Livingston et al. 2018,18.718269,3.77,0.33633687,0.0,5139.0,0.85,0.82,4.49,488.152,14.654,12.26,14.3792
K2-276 b,K2-276,0,CONFIRMED,Livingston et al. 2018,18.7132,3.63,0.324,0.0,5284.0,0.816,0.88,4.49249,488.152,14.654,12.26,14.3792
K2-276 b,K2-276,0,CONFIRMED,Livingston et al. 2018,18.717631,3.2,0.29,0.0,5284.0,0.77,0.88,4.49249,488.152,14.654,12.26,14.3792
K2-276 b,K2-276,0,CONFIRMED,Livingston et al. 2018,18.711,2.597,0.23017258,0.0,4843.0,0.890703,0.79,4.43623,488.152,14.654,12.26,14.3792
K2-277 b,K2-277,0,CONFIRMED,Livingston et al. 2018,6.326763,2.07,0.18467303,0.0,5741.0,0.97,1.02,4.48,113.123,10.364,8.687,10.1214
K2-277 b,K2-277,0,CONFIRMED,Livingston et al. 2018,6.32668003682,2.29015537,0.20431433,0.0,5673.0,0.975383,0.88,4.46318,113.123,10.364,8.687,10.1214
K2-277 b,K2-277,0,CONFIRMED,Livingston et al. 2018,6.327,2.597,0.23017258,0.0,5673.0,0.975383,1.008,4.46318,113.123,10.364,8.687,10.1214
K2-277 b,K2-277,0,CONFIRMED,Livingston et al. 2018,6.32677,2.23,0.19894762,0.0,5705.0,0.952,0.98,4.45,113.123,10.364,8.687,10.1214
K2-277 b,K2-277,1,CONFIRMED,Livingston et al. 2018,6.326768,2.18575124,0.195,0.0,5680.0,0.973,0.974,4.452,113.123,10.364,8.687,10.1214
K2-277 b,K2-277,0,CONFIRMED,Livingston et al. 2018,6.3297696,2.597,0.23017258,0.0,5673.0,0.975383,1.008,4.46318,113.123,10.364,8.687,10.1214
K2-277 b,K2-277,0,CONFIRMED,Livingston et al. 2018,6.326796,2.2,0.2,0.0,5284.0,1.01,0.88,4.49249,113.123,10.364,8.687,10.1214
K2-277 b,K2-277,0,CONFIRMED,Livingston et al. 2018,6.32669,2.16,0.193,0.0,5284.0,0.974,0.88,4.49249,113.123,10.364,8.687,10.1214
K2-277 b,K2-277,0,CONFIRMED,Livingston et al. 2018,6.326674,2.12171156,0.19,0.0,5733.0,0.946965,0.88,4.51,113.123,10.364,8.687,10.1214
K2-278 b,K2-278,1,CONFIRMED,Livingston et al. 2018,3.334966,2.98,0.26585779,0.0,6747.0,1.61,1.4,4.17,786.439,13.446,11.701,13.2538
K2-278 b,K2-278,0,CONFIRMED,Livingston et al. 2018,3.333,2.597,0.23017258,0.0,5557.0,1.70729,0.98,3.96468,786.439,13.446,11.701,13.2538
K2-278 b,K2-278,0,CONFIRMED,Livingston et al. 2018,3.335115,1.6,0.14,0.0,5284.0,0.9,0.88,4.49249,786.439,13.446,11.701,13.2538
K2-278 b,K2-278,0,CONFIRMED,Livingston et al. 2018,3.33253,3.63,0.324,0.0,5284.0,1.766,0.88,4.49249,786.439,13.446,11.701,13.2538
K2-279 b,K2-279,0,CONFIRMED,Livingston et al. 2018,7.125,2.597,0.23017258,0.0,5425.98,0.894218,0.945,4.51061,182.983,11.491,9.994,11.5907
K2-279 b,K2-279,1,CONFIRMED,Livingston et al. 2018,7.122605,1.21,0.10794897,0.0,5558.0,0.86,0.79,4.46,182.983,11.491,9.994,11.5907
K2-279 b,K2-279,0,CONFIRMED,Livingston et al. 2018,7.12471,1.244,0.111,0.0,5284.0,0.857,0.88,4.49249,182.983,11.491,9.994,11.5907
K2-279 b,K2-279,0,CONFIRMED,Livingston et al. 2018,7.122297,1.0,0.09,0.0,5284.0,0.76,0.88,4.49249,182.983,11.491,9.994,11.5907
K2-28 b,K2-28,1,CONFIRMED,Hirano et al. 2016,2.260455,2.32,0.20697654,0.0,3214.0,0.288,0.257,4.93,62.9969,16.526,10.746,14.6799
K2-28 b,K2-28,0,CONFIRMED,Hirano et al. 2016,2.260404,1.52,0.136,0.0,5284.0,0.184,0.88,4.49249,62.9969,16.526,10.746,14.6799
K2-28 b,K2-28,0,CONFIRMED,Hirano et al. 2016,2.260438,2.45,0.21857436,0.0,3290.0,0.28,0.201,4.93,62.9969,16.526,10.746,14.6799
K2-28 b,K2-28,0,CONFIRMED,Hirano et al. 2016,2.26026548696,2.72623736,0.24321903,0.0,3236.0,0.341024,0.88,4.88,62.9969,16.526,10.746,14.6799
K2-28 b,K2-28,0,CONFIRMED,Hirano et al. 2016,2.2604455,2.56,0.228,0.0,3214.0,0.288,0.257,4.93,62.9969,16.526,10.746,14.6799
K2-28 b,K2-28,0,CONFIRMED,Hirano et al. 2016,2.2604439,1.6,0.14274244,0.0,2997.0,0.18,0.88,4.49249,62.9969,16.526,10.746,14.6799
K2-28 b,K2-28,0,CONFIRMED,Hirano et al. 2016,2.260435,2.3,0.20519226,0.0,3292.75,0.279867,0.201355,4.49249,62.9969,16.526,10.746,14.6799
K2-280 b,K2-280,1,CONFIRMED,Livingston et al. 2018,19.89526,7.5,0.66910634,0.0,5500.0,1.28,1.03,4.21,391.537,12.524,10.765,12.3604
K2-280 b,K2-280,0,CONFIRMED,Livingston et al. 2018,19.895202,7.67,0.68427157,0.0,5742.0,1.28,1.11,4.26,391.537,12.524,10.765,12.3604
K2-280 b,K2-280,0,CONFIRMED,Livingston et al. 2018,19.894641,5.55493874,0.5,0.0,5767.0,1.06414,0.88,4.47,391.537,12.524,10.765,12.3604
K2-280 b,K2-280,0,CONFIRMED,Livingston et al. 2018,19.89531,8.01,0.715,0.0,5284.0,1.367,0.88,4.49249,391.537,12.524,10.765,12.3604
K2-280 b,K2-280,0,CONFIRMED,Livingston et al. 2018,19.895,7.46,0.66553777,0.0,5741.0,1.279,1.17,4.14,391.537,12.524,10.765,12.3604
K2-280 b,K2-280,0,CONFIRMED,Livingston et al. 2018,19.895268,8.5,0.76,0.0,5284.0,1.45,0.88,4.49249,391.537,12.524,10.765,12.3604
K2-281 b,K2-281,0,CONFIRMED,Livingston et al. 2018,8.687812,7.36,0.657,0.0,5284.0,0.664,0.88,4.49249,458.139,15.048,12.523,14.7677
K2-281 b,K2-281,1,CONFIRMED,Livingston et al. 2018,8.687721,8.18,0.72977072,0.0,4812.0,0.76,0.82,4.59,458.139,15.048,12.523,14.7677
K2-281 b,K2-281,0,CONFIRMED,Livingston et al. 2018,8.687708,8.1,0.72,0.0,5284.0,0.75,0.88,4.49249,458.139,15.048,12.523,14.7677
K2-282 b,K2-282,1,CONFIRMED,Livingston et al. 2018,4.169783,2.5,0.22303545,0.0,5499.0,1.0,0.88,4.5,496.289,14.21,12.002,13.8183
K2-282 b,K2-282,0,CONFIRMED,Livingston et al. 2018,4.169746,2.7,0.24,0.0,5284.0,0.93,0.88,4.49249,496.289,14.21,12.002,13.8183
K2-282 b,K2-282,0,CONFIRMED,Livingston et al. 2018,4.17032,3.19,0.285,0.0,5284.0,1.013,0.88,4.49249,496.289,14.21,12.002,13.8183
K2-282 b,K2-282,0,CONFIRMED,Livingston et al. 2018,4.169836,2.82,0.25158355,0.0,5523.0,0.94,0.95,4.47,496.289,14.21,12.002,13.8183
K2-283 b,K2-283,0,CONFIRMED,Livingston et al. 2018,1.921111,3.23,0.288,0.0,5284.0,0.709,0.88,4.49249,402.915,14.364,11.983,14.1316
K2-283 b,K2-283,1,CONFIRMED,Livingston et al. 2018,1.921036,3.52,0.31403337,0.0,5060.0,0.82,0.89,4.56,402.915,14.364,11.983,14.1316
K2-283 b,K2-283,0,CONFIRMED,Livingston et al. 2018,1.921076,3.8,0.34,0.0,5284.0,0.86,0.88,4.49249,402.915,14.364,11.983,14.1316
K2-284 b,K2-284,0,CONFIRMED,David et al. 2018,4.7948642,3.3985,0.30319438,0.0,4072.0,0.65,0.88,4.62,107.272,13.265,10.058,12.8598
K2-284 b,K2-284,0,CONFIRMED,David et al. 2018,4.7948599,2.597,0.23017258,0.0,4140.0,0.607,0.63,4.67,107.272,13.265,10.058,12.8598
K2-284 b,K2-284,1,CONFIRMED,David et al. 2018,4.795069,2.78,0.24801499,0.0,4140.0,0.607,0.63,4.67,107.272,13.265,10.058,12.8598
K2-285 b,K2-285,1,CONFIRMED,Palle et al. 2019,3.471745,2.59,0.23106432,0.0,4975.0,0.787,0.83,4.4,154.961,12.075,9.971,11.804
K2-285 b,K2-285,0,CONFIRMED,Palle et al. 2019,3.4715644,2.65245,0.23663615,0.0,5144.5,0.77,0.88,4.6,154.961,12.075,9.971,11.804
K2-285 c,K2-285,1,CONFIRMED,Palle et al. 2019,7.138048,3.53,0.31492551,0.0,4975.0,0.787,0.83,4.4,154.961,12.075,9.971,11.804
K2-285 c,K2-285,0,CONFIRMED,Palle et al. 2019,7.1385672,3.60516,0.32163139,0.0,5144.5,0.77,0.88,4.6,154.961,12.075,9.971,11.804
K2-285 d,K2-285,1,CONFIRMED,Palle et al. 2019,10.45582,2.48,0.22125078,0.0,4975.0,0.787,0.83,4.4,154.961,12.075,9.971,11.804
